Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::resolve_neg,,,0.27,0.27,0,0,0,0
aten::empty,,,1.43,4.8,0,0,0,0
empty_tensor,,,3.37,3.37,0,0,0,0
c10d::_allgather_base_,,,31.36,151.96,0,9.462,0,0
record_event,,,12.53,12.53,0.02,0.02,0,0
wait_event,,,7.05,7.05,0,0,0,0
HcclAllgatherBase,,,3.15,86.03,0,9.422,0,0
HcclAllGather,,,82.88,82.88,9.422,9.422,0,0
record_event,,,9.16,9.16,0.0,0.0,0,0
record_event,,,5.83,5.83,0.02,0.02,0,0
wait_event,,,6.69,6.69,0,0,0,0
destroy_event,,,2.06,2.06,0,0,0,0
aten::reshape,,,1.06,4.03,0,0,0,0
aten::view,,,2.97,2.97,0,0,0,0
aten::slice,,,2.55,4.78,0,0,0,0
aten::as_strided,,,2.23,2.23,0,0,0,0
aten::sum,,,15.56,59.82,0,7.82,0,0
empty_tensor,,,6.07,6.07,0,0,0,0
aclnnReduceSum,,,38.19,38.19,7.82,7.82,0,0
aten::to,,,2.23,25.16,0,2.86,0,0
aten::_to_copy,,,3.01,22.93,0,2.86,0,0
aten::empty,,,3.36,3.36,0,0,0,0
aten::copy_,,,6.43,16.56,0,2.86,0,0
acl_memcpy_device_to_host,,,10.13,10.13,2.86,2.86,0,0
aten::detach,,,1.51,1.51,0,0,0,0
aten::to,,,0.61,0.61,0,0,0,0
aten::resolve_conj,,,0.53,0.53,0,0,0,0
aten::resolve_neg,,,0.46,0.46,0,0,0,0
aten::sum,,,8.05,40.59,0,8.32,0,0
empty_tensor,,,2.98,2.98,0,0,0,0
aclnnReduceSum,,,29.56,29.56,8.32,8.32,0,0
aten::ravel,,,2.67,29.97,0,2.682,0,0
aten::contiguous,,,1.43,25.6,0,2.682,0,0
aten::clone,,,1.97,24.17,0,2.682,0,0
empty_tensor,,,2.51,2.51,0,0,0,0
aten::copy_,,,6.07,19.69,0,2.682,0,0
aclnnInplaceCopy,,,13.62,13.62,2.682,2.682,0,0
aten::view,,,1.7,1.7,0,0,0,0
aten::repeat_interleave,,,41.97,177.98,0,25.124000000000002,0,0
aten::sum,,,7.08,35.62,0,6.42,0,0
empty_tensor,,,3.15,3.15,0,0,0,0
aclnnReduceSum,,,25.39,25.39,6.42,6.42,0,0
aten::item,,,1.74,57.71,0,0,0,0
aten::_local_scalar_dense,,,55.97,55.97,0,0,0,0
empty_tensor,,,3.47,3.47,0,0,0,0
aclnnRepeatInterleave,,,39.21,39.21,18.704,18.704,0,0
npu::npu_moe_token_permute,,,25.55,60.27,0,75.208,0,0
empty_tensor,,,6.17,6.17,0,0,0,0
empty_tensor,,,1.92,1.92,0,0,0,0
aclnnMoeTokenPermute,,,26.63,26.63,75.208,75.208,0,0
aten::new_empty,,,1.75,8.6,0,0,0,0
aten::empty,,,2.01,6.85,0,0,0,0
empty_tensor,,,4.84,4.84,0,0,0,0
c10d::alltoall_base_,,,64.2,236.48,0,1770.9579999999999,0,0
record_event,,,12.72,12.72,0.02,0.02,0,0
wait_event,,,7.26,7.26,0,0,0,0
HcclAlltoAllV,,,6.64,135.47,0,1770.898,0,0
HcclAlltoAllV,,,128.83,128.83,1770.898,1770.898,0,0
record_event,,,11.17,11.17,0.02,0.02,0,0
record_event,,,5.66,5.66,0.02,0.02,0,0
wait_event,,,8.11,8.11,0,0,0,0
npu::npu_moe_token_permute,,,90.61,143.73,0,876.488,0,0
empty_tensor,,,18.72,18.72,0,0,0,0
empty_tensor,,,5.57,5.57,0,0,0,0
aclnnMoeTokenPermute,,,28.83,28.83,876.488,876.488,0,0
destroy_event,,,2.99,2.99,0,0,0,0
npu::npu_grouped_matmul,,,366.65,437.62,0,1963.476,0,0
empty_tensor,,,5.31,5.31,0,0,0,0
npu::get_npu_format,,,1.01,1.01,0,0,0,0
aclnnGroupedMatmulV5,,,64.65,64.65,1963.476,1963.476,0,0
npu::npu_swiglu,,,52.76,82.53,0,257.306,0,0
empty_tensor,,,6.81,6.81,0,0,0,0
aclnnSwiGlu,,,22.96,22.96,257.306,257.306,0,0
npu::npu_grouped_matmul,,,357.34,424.76,0,978.918,0,0
empty_tensor,,,4.89,4.89,0,0,0,0
npu::get_npu_format,,,1.02,1.02,0,0,0,0
aclnnGroupedMatmulV5,,,61.51,61.51,978.918,978.918,0,0
Event::record,,,46.44,60.88,0,0.02,0,0
record_event,,,14.44,14.44,0.02,0.02,0,0
npu::npu_moe_token_unpermute,,,63.34,96.09,0,610.982,0,0
empty_tensor,,,8.06,8.06,0,0,0,0
aclnnMoeTokenUnpermute,,,24.69,24.69,610.982,610.982,0,0
aten::new_empty,,,2.47,8.78,0,0,0,0
aten::empty,,,2.19,6.31,0,0,0,0
empty_tensor,,,4.12,4.12,0,0,0,0
c10d::alltoall_base_,,,36.46,202.5,0,1925.952,0,0
record_event,,,13.88,13.88,0.02,0.02,0,0
wait_event,,,7.42,7.42,0,0,0,0
HcclAlltoAllV,,,5.48,130.17,0,1925.892,0,0
HcclAlltoAllV,,,124.69,124.69,1925.892,1925.892,0,0
record_event,,,10.22,10.22,0.02,0.02,0,0
record_event,,,4.35,4.35,0.02,0.02,0,0
wait_event,,,7.97,7.97,0,0,0,0
aten::to,,,1.21,1.21,0,0,0,0
npu::npu_moe_token_unpermute,,,35.99,66.58,0,52.966,0,0
empty_tensor,,,6.92,6.92,0,0,0,0
aclnnMoeTokenUnpermute,,,23.67,23.67,52.966,52.966,0,0
aten::view,,,2.71,2.71,0,0,0,0
destroy_event,,,3.63,3.63,0,0,0,0
record_event,,,11.57,11.57,0.0,0.0,0,0
record_event,,,5.35,5.35,0.02,0.02,0,0
aten::empty,,,1.7,6.29,0,0,0,0
empty_tensor,,,4.59,4.59,0,0,0,0
aten::tensor_split,,,4.39,12.48,0,0,0,0
aten::slice,,,2.48,4.36,0,0,0,0
aten::as_strided,,,1.88,1.88,0,0,0,0
aten::slice,,,1.2,1.97,0,0,0,0
aten::as_strided,,,0.77,0.77,0,0,0,0
aten::slice,,,0.49,0.93,0,0,0,0
aten::as_strided,,,0.44,0.44,0,0,0,0
aten::slice,,,0.41,0.83,0,0,0,0
aten::as_strided,,,0.42,0.42,0,0,0,0
c10d::allgather_,,,150.67,645.86,0,438.54399999999987,0,0
aten::is_same_size,,,0.77,0.77,0,0,0,0
aten::is_same_size,,,0.85,0.85,0,0,0,0
aten::copy_,,,39.22,80.75,0,9.1,0,0
aclnnInplaceCopy,,,41.53,41.53,9.1,9.1,0,0
record_event,,,10.71,10.71,0.02,0.02,0,0
wait_event,,,7.2,7.2,0,0,0,0
HcclBroadcast,,,99.62,99.62,103.572,103.572,0,0
record_event,,,8.48,8.48,0.02,0.02,0,0
record_event,,,4.11,4.11,0.02,0.02,0,0
record_event,,,9.26,9.26,0.0,0.0,0,0
wait_event,,,4.57,4.57,0,0,0,0
HcclBroadcast,,,63.26,63.26,112.79,112.79,0,0
record_event,,,6.89,6.89,0.02,0.02,0,0
record_event,,,6.34,6.34,0.02,0.02,0,0
record_event,,,6.0,6.0,0.0,0.0,0,0
wait_event,,,5.94,5.94,0,0,0,0
HcclBroadcast,,,64.04,64.04,106.57,106.57,0,0
record_event,,,8.23,8.23,0.02,0.02,0,0
record_event,,,4.11,4.11,0.02,0.02,0,0
record_event,,,5.98,5.98,0.02,0.02,0,0
wait_event,,,3.95,3.95,0,0,0,0
HcclBroadcast,,,57.93,57.93,106.312,106.312,0,0
record_event,,,7.33,7.33,0.02,0.02,0,0
record_event,,,4.23,4.23,0.02,0.02,0,0
wait_event,,,6.0,6.0,0,0,0,0
wait_event,,,5.11,5.11,0,0,0,0
wait_event,,,5.13,5.13,0,0,0,0
wait_event,,,3.0,3.0,0,0,0,0
destroy_event,,,2.11,2.11,0,0,0,0
destroy_event,,,1.26,1.26,0,0,0,0
destroy_event,,,1.11,1.11,0,0,0,0
destroy_event,,,0.92,0.92,0,0,0,0
Event::wait,,,40.29,45.66,0,0,0,0
wait_event,,,5.37,5.37,0,0,0,0
Event::wait,,,21.18,24.0,0,0,0,0
wait_event,,,2.82,2.82,0,0,0,0
vllm::unquantized_gemm,,,14.78,176.01,0,63.906,0,63.906
aten::linear,,,4.12,161.23,0,63.906,0,63.906
aten::t,,,3.8,10.78,0,0,0,0
aten::transpose,,,2.48,6.98,0,0,0,0
aten::as_strided,,,4.5,4.5,0,0,0,0
aten::matmul,,,97.4,146.33,0,63.906,0,63.906
empty_tensor,,,8.73,8.73,0,0,0,0
aclnnMatmul,,,40.2,40.2,63.906,63.906,63.906,63.906
Event::wait,,,35.91,40.44,0,0,0,0
wait_event,,,4.53,4.53,0,0,0,0
npu::npu_swiglu,,,31.58,64.07,0,15.182,0,0
empty_tensor,,,8.55,8.55,0,0,0,0
aclnnSwiGlu,,,23.94,23.94,15.182,15.182,0,0
vllm::unquantized_gemm,,,14.68,154.09,0,32.844,0,32.844
aten::linear,,,3.32,139.41,0,32.844,0,32.844
aten::t,,,3.73,10.12,0,0,0,0
aten::transpose,,,2.42,6.39,0,0,0,0
aten::as_strided,,,3.97,3.97,0,0,0,0
aten::matmul,,,84.48,125.97,0,32.844,0,32.844
empty_tensor,,,5.08,5.08,0,0,0,0
aclnnMatmul,,,36.41,36.41,32.844,32.844,32.844,32.844
vllm::all_reduce,,,50.12,312.65,0,439.08399999999995,0,0
c10d::allreduce_,,,34.29,252.46,0,439.08399999999995,0,0
record_event,,,14.07,14.07,0.02,0.02,0,0
wait_event,,,7.3,7.3,0,0,0,0
HcclAllreduce,,,3.08,184.44,0,439.024,0,0
HcclAllreduce,,,181.36,181.36,439.024,439.024,0,0
record_event,,,8.16,8.16,0.02,0.02,0,0
record_event,,,4.2,4.2,0.02,0.02,0,0
wait_event,,,7.92,7.92,0,0,0,0
destroy_event,,,2.15,2.15,0,0,0,0
destroy_event,,,2.41,2.41,0,0,0,0
destroy_event,,,1.42,1.42,0,0,0,0
destroy_event,,,0.97,0.97,0,0,0,0
vllm::muls_add,,,142.36,176.23,0,38.404,0,0
aten::empty_like,,,4.82,12.27,0,0,0,0
empty_tensor,,,7.45,7.45,0,0,0,0
muls_add_kernel,,,21.6,21.6,38.404,38.404,0,0
vllm::maybe_all_reduce_tensor_model_parallel,,,13.34,13.34,0,0,0,0
vllm::maybe_chunk_residual,,,5.0,5.0,0,0,0,0
_C_ascend::npu_add_rms_norm_bias,,,26.49,71.76,0,98.63,0,0
aten::empty,,,2.0,8.31,0,0,0,0
empty_tensor,,,6.31,6.31,0,0,0,0
aten::empty,,,0.64,3.4,0,0,0,0
empty_tensor,,,2.76,2.76,0,0,0,0
aten::empty,,,1.3,3.59,0,0,0,0
empty_tensor,,,2.29,2.29,0,0,0,0
aten::empty,,,1.01,4.82,0,0,0,0
empty_tensor,,,3.81,3.81,0,0,0,0
aclnnAddRmsNormBias,,,25.15,25.15,98.63,98.63,0,0
vllm::unquantized_gemm,,,13.87,239.22,0,89.43,0,89.43
aten::linear,,,3.72,225.35,0,89.43,0,89.43
aten::t,,,3.47,10.28,0,0,0,0
aten::transpose,,,3.13,6.81,0,0,0,0
aten::as_strided,,,3.68,3.68,0,0,0,0
aten::matmul,,,155.78,211.35,0,89.43,0,89.43
empty_tensor,,,3.63,3.63,0,0,0,0
aclnnMatmul,,,51.94,51.94,89.43,89.43,89.43,89.43
vllm::unquantized_gemm,,,14.25,219.34,0,83.748,0,83.748
aten::linear,,,3.11,205.09,0,83.748,0,83.748
aten::t,,,3.54,10.54,0,0,0,0
aten::transpose,,,3.03,7.0,0,0,0,0
aten::as_strided,,,3.97,3.97,0,0,0,0
aten::matmul,,,133.11,191.44,0,83.748,0,83.748
empty_tensor,,,5.44,5.44,0,0,0,0
aclnnMatmul,,,52.89,52.89,83.748,83.748,83.748,83.748
vllm::unquantized_gemm,,,13.79,211.92,0,86.848,0,86.848
aten::linear,,,3.28,198.13,0,86.848,0,86.848
aten::t,,,3.25,9.7,0,0,0,0
aten::transpose,,,2.49,6.45,0,0,0,0
aten::as_strided,,,3.96,3.96,0,0,0,0
aten::matmul,,,131.04,185.15,0,86.848,0,86.848
empty_tensor,,,5.91,5.91,0,0,0,0
aclnnMatmul,,,48.2,48.2,86.848,86.848,86.848,86.848
vllm::unquantized_gemm,,,12.61,145.02,0,17.562,0,17.562
aten::linear,,,3.08,132.41,0,17.562,0,17.562
aten::t,,,3.41,9.93,0,0,0,0
aten::transpose,,,2.49,6.52,0,0,0,0
aten::as_strided,,,4.03,4.03,0,0,0,0
aten::matmul,,,78.5,119.4,0,17.562,0,17.562
empty_tensor,,,5.71,5.71,0,0,0,0
aclnnMatmul,,,35.19,35.19,17.562,17.562,17.562,17.562
npu::_npu_dtype_cast,,,27.14,78.84,0,6.142,0,0
empty_tensor,,,6.14,6.14,0,0,0,0
aclnnCast,,,45.56,45.56,6.142,6.142,0,0
aten::sigmoid,,,22.58,61.0,0,6.16,0,0
empty_tensor,,,4.39,4.39,0,0,0,0
aclnnSigmoid,,,34.03,34.03,6.16,6.16,0,0
aten::unsqueeze,,,2.4,4.57,0,0,0,0
aten::as_strided,,,2.17,2.17,0,0,0,0
vllm::unquantized_gemm,,,14.91,215.34,0,86.148,0,86.148
aten::linear,,,3.57,200.43,0,86.148,0,86.148
aten::t,,,3.56,8.23,0,0,0,0
aten::transpose,,,2.12,4.67,0,0,0,0
aten::as_strided,,,2.55,2.55,0,0,0,0
aten::matmul,,,133.36,188.63,0,86.148,0,86.148
empty_tensor,,,6.85,6.85,0,0,0,0
aclnnMatmul,,,48.42,48.42,86.148,86.148,86.148,86.148
aten::reshape,,,2.83,5.84,0,0,0,0
aten::view,,,3.01,3.01,0,0,0,0
aten::empty_like,,,4.95,9.94,0,0,0,0
empty_tensor,,,4.99,4.99,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
aten::clone,,,3.35,84.01,0,12.542,0,0
empty_tensor,,,3.96,3.96,0,0,0,0
aten::copy_,,,37.06,76.7,0,12.542,0,0
aclnnInplaceCopy,,,39.64,39.64,12.542,12.542,0,0
aten::as_strided,,,1.75,1.75,0,0,0,0
kda_gate_fwd_kernel,,,23.45,23.45,69.306,69.306,0,0
vllm::unquantized_gemm,,,16.39,249.16,0,86.89,0,86.89
aten::linear,,,3.57,232.77,0,86.89,0,86.89
aten::t,,,3.86,11.26,0,0,0,0
aten::transpose,,,2.79,7.4,0,0,0,0
aten::as_strided,,,4.61,4.61,0,0,0,0
aten::matmul,,,154.57,217.94,0,86.89,0,86.89
empty_tensor,,,7.44,7.44,0,0,0,0
aclnnMatmul,,,55.93,55.93,86.89,86.89,86.89,86.89
aten::reshape,,,3.02,6.43,0,0,0,0
aten::view,,,3.41,3.41,0,0,0,0
aten::zeros,,,5.47,93.81,0,10.58,0,0
empty_tensor,,,6.55,6.55,0,0,0,0
aten::zero_,,,30.52,81.79,0,10.58,0,0
aclnnInplaceZero,,,51.27,51.27,10.58,10.58,0,0
aten::reshape,,,1.8,4.36,0,0,0,0
aten::view,,,2.56,2.56,0,0,0,0
aten::unsqueeze,,,2.49,4.46,0,0,0,0
aten::as_strided,,,1.97,1.97,0,0,0,0
vllm::kda_attention,,,4576.98,23141.2,0,6959.962,0,171.002
aten::alias,,,5.52,5.52,0,0,0,0
aten::transpose,,,3.84,5.48,0,0,0,0
aten::as_strided,,,1.64,1.64,0,0,0,0
aten::transpose,,,2.11,3.02,0,0,0,0
aten::as_strided,,,0.91,0.91,0,0,0,0
aten::transpose,,,2.22,3.34,0,0,0,0
aten::as_strided,,,1.12,1.12,0,0,0,0
aten::slice,,,1.53,2.55,0,0,0,0
aten::as_strided,,,1.02,1.02,0,0,0,0
aten::slice,,,0.81,1.59,0,0,0,0
aten::as_strided,,,0.78,0.78,0,0,0,0
aten::slice,,,0.77,2.34,0,0,0,0
aten::as_strided,,,1.57,1.57,0,0,0,0
aten::alias,,,0.66,0.66,0,0,0,0
aten::alias,,,0.66,0.66,0,0,0,0
aten::view,,,3.87,3.87,0,0,0,0
aten::view,,,1.86,1.86,0,0,0,0
aten::view,,,2.25,2.25,0,0,0,0
aten::transpose,,,0.82,1.79,0,0,0,0
aten::as_strided,,,0.97,0.97,0,0,0,0
aten::contiguous,,,1.85,109.93,0,38.524,0,0
aten::clone,,,3.54,108.08,0,38.524,0,0
empty_tensor,,,8.02,8.02,0,0,0,0
aten::copy_,,,59.81,96.52,0,38.524,0,0
aclnnInplaceCopy,,,36.71,36.71,38.524,38.524,0,0
aten::slice,,,4.92,6.97,0,0,0,0
aten::as_strided,,,2.05,2.05,0,0,0,0
aten::slice,,,1.53,2.3,0,0,0,0
aten::as_strided,,,0.77,0.77,0,0,0,0
aten::sub,,,9.54,30.42,0,1.74,0,0
empty_tensor,,,3.74,3.74,0,0,0,0
aclnnSub,,,17.14,17.14,1.74,1.74,0,0
aten::resolve_conj,,,0.64,0.64,0,0,0,0
aten::resolve_neg,,,0.29,0.29,0,0,0,0
aten::to,,,2.16,2459.73,0,0,0,0
aten::_to_copy,,,3.21,2457.57,0,0,0,0
aten::empty,,,3.47,3.47,0,0,0,0
aten::copy_,,,2450.89,2450.89,0,0,0,0
aten::split_with_sizes,,,4.76,11.04,0,0,0,0
aten::as_strided,,,2.51,2.51,0,0,0,0
aten::as_strided,,,0.68,0.68,0,0,0,0
aten::as_strided,,,0.58,0.58,0,0,0,0
aten::as_strided,,,1.78,1.78,0,0,0,0
aten::as_strided,,,0.73,0.73,0,0,0,0
aten::slice,,,3.11,4.49,0,0,0,0
aten::as_strided,,,1.38,1.38,0,0,0,0
aten::slice,,,1.53,2.36,0,0,0,0
aten::as_strided,,,0.83,0.83,0,0,0,0
aten::arange,,,10.79,37.96,0,8.12,0,0
empty_tensor,,,4.98,4.98,0,0,0,0
aclnnArange,,,22.19,22.19,8.12,8.12,0,0
aten::unsqueeze,,,2.79,3.76,0,0,0,0
aten::as_strided,,,0.97,0.97,0,0,0,0
aten::sub,,,39.02,106.04,0,1.26,0,0
empty_tensor,,,3.2,3.2,0,0,0,0
aten::item,,,1.17,2.23,0,0,0,0
aten::_local_scalar_dense,,,1.06,1.06,0,0,0,0
aclnnSubs,,,61.59,61.59,1.26,1.26,0,0
aten::unsqueeze,,,1.83,3.34,0,0,0,0
aten::as_strided,,,1.51,1.51,0,0,0,0
aten::add,,,11.73,35.15,0,4.0,0,0
empty_tensor,,,4.43,4.43,0,0,0,0
aclnnAdd,,,18.99,18.99,4.0,4.0,0,0
aten::index,,,68.83,131.73,0,56.66600000000001,0,0
empty_tensor,,,1.72,1.72,0,0,0,0
empty_tensor,,,2.19,2.19,0,0,0,0
aclnnIndex,,,58.99,58.99,56.66600000000001,56.66600000000001,0,0
aten::permute,,,2.11,4.09,0,0,0,0
aten::as_strided,,,1.98,1.98,0,0,0,0
aten::select,,,5.32,6.84,0,0,0,0
aten::as_strided,,,1.52,1.52,0,0,0,0
aten::eq,,,7.63,29.8,0,2.0,0,0
empty_tensor,,,3.4,3.4,0,0,0,0
aclnnEqScalar,,,18.77,18.77,2.0,2.0,0,0
aten::is_nonzero,,,1.45,95.89,0,0,0,0
aten::item,,,1.63,94.44,0,0,0,0
aten::_local_scalar_dense,,,92.81,92.81,0,0,0,0
aten::select,,,4.53,6.15,0,0,0,0
aten::as_strided,,,1.62,1.62,0,0,0,0
aten::item,,,1.21,24.44,0,0,0,0
aten::_local_scalar_dense,,,23.23,23.23,0,0,0,0
aten::select,,,2.66,4.91,0,0,0,0
aten::as_strided,,,2.25,2.25,0,0,0,0
aten::alias,,,2.74,2.74,0,0,0,0
aten::unsqueeze,,,2.2,3.46,0,0,0,0
aten::as_strided,,,1.26,1.26,0,0,0,0
aten::select,,,1.46,2.57,0,0,0,0
aten::as_strided,,,1.11,1.11,0,0,0,0
aten::item,,,1.01,22.82,0,0,0,0
aten::_local_scalar_dense,,,21.81,21.81,0,0,0,0
aten::select,,,2.46,4.15,0,0,0,0
aten::as_strided,,,1.69,1.69,0,0,0,0
aten::alias,,,1.58,1.58,0,0,0,0
aten::to,,,2.48,138.17,0,6.04,0,0
npu::_npu_dtype_cast,,,56.98,135.69,0,6.04,0,0
empty_tensor,,,6.04,6.04,0,0,0,0
aclnnCast,,,72.67,72.67,6.04,6.04,0,0
aten::cat,,,50.03,109.44,0,15.3,0,0
empty_tensor,,,4.47,4.47,0,0,0,0
aclnnCat,,,54.94,54.94,15.3,15.3,0,0
aten::unsqueeze,,,4.82,7.01,0,0,0,0
aten::as_strided,,,2.19,2.19,0,0,0,0
aten::conv1d,,,3.1,190.77,0,108.95200000000001,0,11.102
aten::unsqueeze,,,1.12,2.27,0,0,0,0
aten::as_strided,,,1.15,1.15,0,0,0,0
aten::convolution,,,3.33,183.92,0,108.95200000000001,0,11.102
aten::_convolution,,,46.42,180.59,0,108.95200000000001,0,11.102
aten::unsqueeze,,,0.86,2.08,0,0,0,0
aten::as_strided,,,1.22,1.22,0,0,0,0
aten::unsqueeze,,,1.51,2.91,0,0,0,0
aten::as_strided,,,1.4,1.4,0,0,0,0
empty_tensor,,,4.51,4.51,0,0,0,0
format_contiguousV2,,,1.52,1.52,0,0,0,0
Conv2D,,,98.31,98.31,108.95200000000001,108.95200000000001,11.102,11.102
aten::squeeze,,,9.67,24.84,0,0,0,0
aten::as_strided,,,15.17,15.17,0,0,0,0
aten::squeeze,,,0.9,1.48,0,0,0,0
aten::as_strided,,,0.58,0.58,0,0,0,0
aten::alias,,,2.04,2.04,0,0,0,0
aten::pad,,,1.86,48.21,0,11.002,0,0
aten::constant_pad_nd,,,12.1,46.35,0,11.002,0,0
empty_tensor,,,6.19,6.19,0,0,0,0
aclnnConstantPadNd,,,28.06,28.06,11.002,11.002,0,0
aten::to,,,2.06,24.15,0,1.64,0,0
npu::_npu_dtype_cast,,,5.44,22.09,0,1.64,0,0
empty_tensor,,,3.82,3.82,0,0,0,0
aclnnCast,,,12.83,12.83,1.64,1.64,0,0
aten::copy_,,,72.38,165.17,0,14.942,0,0
aclnnInplaceCopy,,,92.79,92.79,14.942,14.942,0,0
aten::silu,,,6.83,24.44,0,1.42,0,0
empty_tensor,,,4.59,4.59,0,0,0,0
aclnnSilu,,,13.02,13.02,1.42,1.42,0,0
aten::to,,,1.26,19.14,0,1.14,0,0
npu::_npu_dtype_cast,,,4.42,17.88,0,1.14,0,0
empty_tensor,,,3.02,3.02,0,0,0,0
aclnnCast,,,10.44,10.44,1.14,1.14,0,0
aten::select,,,5.8,7.72,0,0,0,0
aten::as_strided,,,1.92,1.92,0,0,0,0
aten::eq,,,6.53,22.18,0,1.62,0,0
empty_tensor,,,2.46,2.46,0,0,0,0
aclnnEqScalar,,,13.19,13.19,1.62,1.62,0,0
aten::is_nonzero,,,1.32,51.29,0,0,0,0
aten::item,,,1.43,49.97,0,0,0,0
aten::_local_scalar_dense,,,48.54,48.54,0,0,0,0
aten::select,,,4.04,6.1,0,0,0,0
aten::as_strided,,,2.06,2.06,0,0,0,0
aten::item,,,1.79,23.26,0,0,0,0
aten::_local_scalar_dense,,,21.47,21.47,0,0,0,0
aten::select,,,2.54,4.11,0,0,0,0
aten::as_strided,,,1.57,1.57,0,0,0,0
aten::alias,,,2.6,2.6,0,0,0,0
aten::unsqueeze,,,2.13,3.07,0,0,0,0
aten::as_strided,,,0.94,0.94,0,0,0,0
aten::select,,,1.15,2.52,0,0,0,0
aten::as_strided,,,1.37,1.37,0,0,0,0
aten::item,,,0.77,24.25,0,0,0,0
aten::_local_scalar_dense,,,23.48,23.48,0,0,0,0
aten::select,,,2.22,3.3,0,0,0,0
aten::as_strided,,,1.08,1.08,0,0,0,0
aten::alias,,,1.38,1.38,0,0,0,0
aten::to,,,1.88,135.67,0,5.362,0,0
npu::_npu_dtype_cast,,,57.48,133.79,0,5.362,0,0
empty_tensor,,,6.05,6.05,0,0,0,0
aclnnCast,,,70.26,70.26,5.362,5.362,0,0
aten::cat,,,48.17,104.56,0,18.92,0,0
empty_tensor,,,4.48,4.48,0,0,0,0
aclnnCat,,,51.91,51.91,18.92,18.92,0,0
aten::unsqueeze,,,4.93,7.23,0,0,0,0
aten::as_strided,,,2.3,2.3,0,0,0,0
aten::conv1d,,,2.74,163.95,0,108.19,0,9.382
aten::unsqueeze,,,1.48,2.26,0,0,0,0
aten::as_strided,,,0.78,0.78,0,0,0,0
aten::convolution,,,3.2,157.67,0,108.19,0,9.382
aten::_convolution,,,46.64,154.47,0,108.19,0,9.382
aten::unsqueeze,,,0.89,1.92,0,0,0,0
aten::as_strided,,,1.03,1.03,0,0,0,0
aten::unsqueeze,,,1.22,2.16,0,0,0,0
aten::as_strided,,,0.94,0.94,0,0,0,0
empty_tensor,,,4.35,4.35,0,0,0,0
format_contiguousV2,,,0.92,0.92,0,0,0,0
Conv2D,,,94.88,94.88,108.19,108.19,9.382,9.382
aten::squeeze,,,2.0,3.6,0,0,0,0
aten::as_strided,,,1.6,1.6,0,0,0,0
aten::squeeze,,,0.72,1.28,0,0,0,0
aten::as_strided,,,0.56,0.56,0,0,0,0
aten::alias,,,2.05,2.05,0,0,0,0
aten::pad,,,2.43,40.78,0,9.72,0,0
aten::constant_pad_nd,,,11.37,38.35,0,9.72,0,0
empty_tensor,,,5.64,5.64,0,0,0,0
aclnnConstantPadNd,,,21.34,21.34,9.72,9.72,0,0
aten::to,,,1.82,21.88,0,1.48,0,0
npu::_npu_dtype_cast,,,5.25,20.06,0,1.48,0,0
empty_tensor,,,3.38,3.38,0,0,0,0
aclnnCast,,,11.43,11.43,1.48,1.48,0,0
aten::copy_,,,59.15,140.04,0,15.64,0,0
aclnnInplaceCopy,,,80.89,80.89,15.64,15.64,0,0
aten::silu,,,6.96,24.53,0,1.52,0,0
empty_tensor,,,3.98,3.98,0,0,0,0
aclnnSilu,,,13.59,13.59,1.52,1.52,0,0
aten::to,,,1.38,18.57,0,1.34,0,0
npu::_npu_dtype_cast,,,4.32,17.19,0,1.34,0,0
empty_tensor,,,2.78,2.78,0,0,0,0
aclnnCast,,,10.09,10.09,1.34,1.34,0,0
aten::select,,,5.78,7.84,0,0,0,0
aten::as_strided,,,2.06,2.06,0,0,0,0
aten::eq,,,5.85,21.56,0,1.68,0,0
empty_tensor,,,2.38,2.38,0,0,0,0
aclnnEqScalar,,,13.33,13.33,1.68,1.68,0,0
aten::is_nonzero,,,1.26,51.83,0,0,0,0
aten::item,,,1.47,50.57,0,0,0,0
aten::_local_scalar_dense,,,49.1,49.1,0,0,0,0
aten::select,,,4.17,6.01,0,0,0,0
aten::as_strided,,,1.84,1.84,0,0,0,0
aten::item,,,1.12,25.04,0,0,0,0
aten::_local_scalar_dense,,,23.92,23.92,0,0,0,0
aten::select,,,2.42,3.95,0,0,0,0
aten::as_strided,,,1.53,1.53,0,0,0,0
aten::alias,,,2.47,2.47,0,0,0,0
aten::unsqueeze,,,2.94,3.8,0,0,0,0
aten::as_strided,,,0.86,0.86,0,0,0,0
aten::select,,,1.24,1.95,0,0,0,0
aten::as_strided,,,0.71,0.71,0,0,0,0
aten::item,,,0.78,24.28,0,0,0,0
aten::_local_scalar_dense,,,23.5,23.5,0,0,0,0
aten::select,,,2.17,3.22,0,0,0,0
aten::as_strided,,,1.05,1.05,0,0,0,0
aten::alias,,,2.08,2.08,0,0,0,0
aten::to,,,2.28,137.22,0,5.74,0,0
npu::_npu_dtype_cast,,,57.0,134.94,0,5.74,0,0
empty_tensor,,,5.38,5.38,0,0,0,0
aclnnCast,,,72.56,72.56,5.74,5.74,0,0
aten::cat,,,49.44,107.68,0,15.322000000000001,0,0
empty_tensor,,,4.04,4.04,0,0,0,0
aclnnCat,,,54.2,54.2,15.322000000000001,15.322000000000001,0,0
